Date,Female labour force participation rate,Female underemployment rate,Female unemployment rate,Male labour force participation rate,Male underemployment rate,Male unemployment rate,Total labour force participation rate,Total underemployment rate,Total unemployment rate,Female unemployment rate 1m lag,Female unemployment rate 3m lag,Female unemployment rate 6m lag,Male unemployment rate 1m lag,Male unemployment rate 3m lag,Male unemployment rate 6m lag,Total unemployment rate 1m lag,Total unemployment rate 3m lag,Total unemployment rate 6m lag,Imports from China,Imports from China YoY,Imports from Taiwan,Imports from Taiwan YoY,Imports from USA,Imports from USA YoY,Exports from China,Exports from China YoY,Exports from Taiwan,Exports from Taiwan YoY,Exports from USA,Exports from USA YoY,China CPI YoY,Centa-City Leading Index,HKDUSD,HKDCNY,Private demestic rental index,Private demestic price index,Hang Seng Index,HK best lending rate,Composite CPI total YoY,Federal funds effective rate,Federal funds effective rate 1m lag,Federal funds effective rate 3m lag,Federal funds effective rate 6m lag,Composite CPI total YoY 1m lag,Composite CPI total YoY 3m lag,Composite CPI total YoY 6m lag
1994/1/31,47.2,1.3,1.5,78.2,1.8,1.9,62.7,1.6,1.8,1.7,2.1,2.2,1.9,1.9,1.9,1.8,2,2,32754,33.5,7068,30.9,5469,11.5,26427,51.9,18102,25.4,2041,5.9,21.1,65.55,7.723,0.887632,104.9,107.7,11487,6.5,7.2,3.05,2.96,2.99,3.06,9,9,8.6
1994/2/28,47,1.4,1.2,77.7,1.7,2,62.4,1.6,1.7,1.5,2.1,2.2,1.9,1.9,1.8,1.8,2,2,26952,-1.2,6304,-15.7,6214,-3.7,21980,-20.4,15367,2,1974,-19.1,23.2,69.41,7.729,0.8883415,106,111.6,10410.2002,6.5,8.4,3.25,3.05,3.02,3.03,7.2,8.7,8.7
1994/3/31,46.8,1.4,1.6,77.4,1.9,2.1,62.1,1.7,1.9,1.2,1.7,2.1,2,1.9,1.7,1.7,1.8,1.9,33725,8.7,8642,10.1,6734,8.2,33399,22.6,16597,3.1,2396,1.2,22.4,74.31,7.728,0.887238,107.5,119.4,9029.900391,6.53,8.4,3.34,3.25,2.96,3.09,8.4,9,8.3
1994/4/30,46.6,1,1.5,77,1.8,2.1,61.7,1.5,1.9,1.6,1.5,2.1,2.1,1.9,1.9,1.9,1.8,2,36757,11.2,8771,4.7,6754,-4.3,31803,6.8,19967,9.2,2381,-3,21.7,72.15,7.725,0.889683,117.1,118.2,8966.099609,6.75,8.4,3.56,3.34,3.05,2.99,8.4,7.2,9
1994/5/31,46.5,1,1.7,76.9,1.9,2,61.7,1.5,1.9,1.5,1.2,2.1,2.1,2,1.9,1.9,1.7,2,38044,17.7,9848,22.5,7208,-9.1,32524,11.8,21253,8.5,2375,-3.8,21.3,70.77,7.726,0.892144,119.4,116,9553.599609,6.9,8.6,4.01,3.56,3.25,3.02,8.4,8.4,8.7
1994/6/30,46.9,0.8,1.4,77.2,1.6,1.7,62,1.3,1.6,1.7,1.6,1.7,2,2.1,1.9,1.9,1.9,1.8,40415,25,9316,17.9,9548,48.6,33640,16.5,24159,20,2330,12.9,22.6,69.46,7.729,0.893339,120.1,116.1,8758.400391,7.25,8.4,4.25,4.01,3.34,2.96,8.6,8.4,9
1994/7/31,47,0.9,1.7,77.4,1.4,1.7,62.1,1.2,1.7,1.4,1.5,1.5,1.7,2.1,1.9,1.6,1.9,1.8,41647,10.9,8924,3.8,7621,14.8,33351,5.8,26724,13.9,2267,-2.5,24,66.53,7.725,0.8963015,123.2,113.8,9482.799805,7.25,8.9,4.26,4.25,3.56,3.05,8.4,8.4,7.2
1994/8/31,46.6,0.9,2,77.1,1.2,1.9,61.8,1.1,1.9,1.7,1.7,1.2,1.7,2,2,1.7,1.9,1.7,45115,22,9040,12.9,7761,4.3,33419,16.6,28018,19.1,2230,-0.6,25.8,66.89,7.728,0.902612,123.8,117.7,9929.400391,7.41,9.8,4.47,4.26,4.01,3.25,8.9,8.6,8.4
1994/9/30,46.6,0.9,2.2,77.2,1.2,2.3,61.8,1.1,2.3,2,1.4,1.6,1.9,1.7,2.1,1.9,1.6,1.9,44871,20,9214,19.4,7591,28.6,34354,23.1,27155,13,2469,-0.7,27.3,66.12,7.727,0.9058825,123.5,116.3,9521.200195,7.75,9.2,4.73,4.47,4.25,3.34,9.8,8.4,8.4
1994/10/31,47.1,0.9,2.2,77.2,1.5,2.3,62.1,1.3,2.3,2.2,1.7,1.5,2.3,1.7,2.1,2.3,1.7,1.9,45193,20.3,9877,22.9,8405,29.5,34470,20,29141,18.3,2675,8.3,27.7,65.6,7.728,0.906293,124.4,116.8,9646.299805,7.75,9,4.76,4.73,4.26,3.56,9.2,8.9,8.4
1994/11/30,47.5,0.8,1.9,77.3,1.7,2.3,62.3,1.4,2.1,2.2,2,1.7,2.3,1.9,2,2.3,1.9,1.9,42855,19,10455,23.8,8331,34.9,35185,20,23287,12,2852,13.3,27.5,65.36,7.734,0.9086815,123.6,115.2,8466.299805,8,9.5,5.29,4.76,4.47,4.01,9,9.8,8.6
1994/12/31,47.3,0.9,1.5,77.2,2,2.1,62.1,1.5,1.9,1.9,2.2,1.4,2.3,2.3,1.7,2.1,2.3,1.6,42054,16.5,9852,21.4,7722,-0.7,33307,4.8,21734,5.8,2512,4.4,25.5,61.35,7.738,0.916258,123.9,110.1,8191,8.5,9.5,5.45,5.29,4.73,4.25,9.5,9.2,8.4
1995/1/31,47.3,0.9,1.5,76.9,2,2.3,62,1.6,2,1.5,2.2,1.7,2.1,2.3,1.7,1.9,2.3,1.7,41769,27.5,8547,20.9,7444,36.1,30437,15.2,22700,25.4,2641,29.4,24.1,58.27,7.735,0.9161745,122.7,110,7342.700195,8.5,10.3,5.53,5.45,4.76,4.26,9.5,9,8.9
1995/2/28,47.2,1,1.7,76.5,1.8,2.7,61.8,1.5,2.3,1.5,1.9,2,2.3,2.3,1.9,2,2.1,1.9,30822,14.4,8617,36.7,7634,22.8,29845,35.8,16731,8.9,2374,20.2,22.4,60.97,7.732,0.9169305,122.1,112.4,8327.5,8.91,9.4,5.92,5.53,5.29,4.47,10.3,9.5,9.8
1995/3/31,47.2,1,2.2,76.1,1.7,2.9,61.6,1.4,2.6,1.7,1.5,2.2,2.7,2.1,2.3,2.3,1.9,2.3,42758,26.8,11133,28.8,8870,31.7,37989,13.7,20084,21,2884,20.4,21.3,62.05,7.733,0.9176875,123.1,113.3,8587.700195,9,9.8,5.98,5.92,5.45,4.73,9.4,9.5,9.2
1995/4/30,47.1,1,2.2,76.2,1.8,3.2,61.5,1.5,2.8,2.2,1.5,2.2,2.9,2.3,2.3,2.6,2,2.3,41222,12.1,10787,23,9088,34.6,36361,14.3,21346,6.9,2767,16.2,20.7,61.4,7.742,0.919713,121.7,112.7,8361,9,9.8,6.05,5.98,5.53,4.76,9.8,10.3,9
1995/5/31,47.5,1.2,2.2,76.5,2.4,3,61.9,1.9,2.7,2.2,1.7,1.9,3.2,2.7,2.3,2.8,2.3,2.1,46202,21.4,12546,27.4,11670,61.9,41787,28.5,24790,16.6,3232,36.1,20.3,59.98,7.736,0.9298905,123,110.1,9407.400391,9,9.3,6.01,6.05,5.92,5.29,9.8,9.4,9.5
1995/6/30,47.8,1.1,2.5,76.8,2.8,3.2,62.2,2.1,2.9,2.2,2.2,1.5,3,2.9,2.1,2.7,2.6,1.9,46430,14.9,10859,16.6,9689,1.5,38768,15.2,25888,7.2,3103,33.2,18.2,57.21,7.738,0.93197,122.2,108.2,9206.5,9,9.4,6,6.01,5.98,5.45,9.3,9.8,9.5
1995/7/31,47.8,1,3.2,76.9,3.1,3.2,62.2,2.3,3.2,2.5,2.2,1.5,3.2,3.2,2.3,2.9,2.8,2,49379,18.6,11200,25.5,10905,43.1,38810,16.4,28968,8.4,3035,33.9,16.7,56.04,7.738,0.933275,121.5,106.4,9453.400391,9,9.2,5.85,6,6.05,5.53,9.4,9.8,10.3
1995/8/31,48,1,3.6,76.9,3.4,3.6,62.4,2.5,3.6,3.2,2.2,1.7,3.2,3,2.7,3.2,2.7,2.3,49546,9.8,10942,21,9872,27.2,37599,12.5,28585,2,3044,36.5,14.5,54.17,7.742,0.931449,120.7,105,9179.900391,9,9,5.74,5.85,6.01,5.92,9.2,9.3,9.4
1995/9/30,48,0.9,3.8,76.7,3.5,3.6,62.2,2.5,3.7,3.6,2.5,2.2,3.6,3.2,2.9,3.6,2.9,2.6,52119,16.2,10420,13.1,9686,27.6,38856,13.1,30355,11.8,3223,30.5,13.2,54.72,7.732,0.9292855,119.7,101.6,9646.299805,9,9.2,5.8,5.74,6,5.98,9,9.4,9.8
1995/10/31,48,1,3.5,76.8,3.2,3.9,62.3,2.3,3.7,3.8,3.2,2.2,3.6,3.2,3.2,3.7,3.2,2.8,48779,7.9,12278,24.3,10159,20.9,38776,12.5,28669,-1.6,3278,22.5,12.1,52.73,7.733,0.929804,118.3,100.8,9782.400391,9,8.8,5.76,5.8,5.85,6.05,9.2,9.2,9.8
1995/11/30,47.6,0.9,3.3,77,2.9,3.9,62.2,2.2,3.7,3.5,3.6,2.2,3.9,3.6,3,3.7,3.6,2.7,45296,5.7,10959,4.8,10012,20.2,37517,6.6,22194,-4.7,3173,11.3,11.2,55.39,7.736,0.930496,117.4,103.2,9813.299805,9,8.4,5.8,5.76,5.74,6.01,8.8,9,9.3
1995/12/31,47.3,1.1,3,76.7,3.1,3.8,61.9,2.3,3.5,3.3,3.8,2.5,3.9,3.6,3.2,3.7,3.7,2.9,45164,7.4,10979,11.4,10050,30.2,40856,22.7,21935,0.9,2976,18.4,10.1,56.65,7.732,0.9297175,115.7,103.9,10073.40039,8.96,7.2,5.6,5.8,5.8,6,8.4,9.2,9.4
1996/1/31,47.2,1.1,2.6,76.6,3.2,3.5,61.8,2.4,3.1,3,3.5,3.2,3.8,3.9,3.2,3.5,3.7,3.2,48030,15,11372,33.1,10031,34.7,42726,40.4,22059,-2.8,3248,23,9,59.08,7.732,0.9297175,116.2,105.2,11359.7002,8.75,6.5,5.56,5.6,5.76,5.85,7.2,8.8,9.2
1996/2/29,47.5,1,2.6,76.4,2.9,3.2,61.9,2.2,3,2.6,3.3,3.6,3.5,3.9,3.6,3.1,3.7,3.6,35191,14.2,6887,-20.1,7569,-0.8,25882,-13.3,18949,13.3,2191,-7.7,9.3,60.15,7.731,0.928337,116.9,108.5,11125.7002,8.53,6.9,5.22,5.56,5.8,5.74,6.5,8.4,9
1996/3/31,47.8,1,2.3,76.5,2.6,3.5,62,2,3,2.6,3,3.8,3.2,3.8,3.6,3,3.5,3.7,37341,-12.7,10346,-7.1,9853,11.1,38110,0.3,15954,-20.6,2576,-10.7,9.8,61.11,7.734,0.927992,116.6,112.8,10957.2002,8.5,7,5.31,5.22,5.6,5.8,6.9,7.2,9.2
1996/4/30,47.8,0.9,2.5,76.4,2.4,3.5,62,1.8,3.1,2.3,2.6,3.5,3.5,3.5,3.9,3,3.1,3.7,46208,12.1,11221,4,10491,15.4,42749,17.6,22562,5.7,2929,5.9,9.7,63.64,7.735,0.928595,116.5,112.1,10964.5,8.5,7,5.22,5.31,5.56,5.76,7,6.5,8.8
1996/5/31,47.8,1,2.3,76.2,2.4,3.5,61.9,1.9,3,2.5,2.6,3.3,3.5,3.2,3.9,3.1,3,3.7,48802,5.6,10835,-13.6,11358,-2.7,42490,1.7,23624,-4.7,2907,-10,8.9,63.63,7.738,0.9291995,118.1,113.5,11264.7002,8.5,6.5,5.24,5.22,5.22,5.8,7,6.9,8.4
1996/6/30,47.9,0.9,2.4,75.8,2.3,3.2,61.8,1.8,2.9,2.3,2.3,3,3.5,3.5,3.8,3,3,3.5,45381,-2.3,9578,-11.8,10571,9.1,36431,-6,24606,-5,2425,-21.9,8.6,66.6,7.74,0.930063,117.4,115,11020.90039,8.5,6.4,5.27,5.24,5.31,5.6,6.5,7,7.2
1996/7/31,47.8,0.8,2.3,75.5,2.1,3.2,61.5,1.6,2.8,2.4,2.5,2.6,3.2,3.5,3.5,2.9,3.1,3.1,54035,9.4,11003,-1.8,9701,-11,43167,11.2,31074,7.3,2713,-10.6,8.3,64.55,7.734,0.930193,119.7,114.6,10681.40039,8.5,6.2,5.4,5.27,5.22,5.56,6.4,7,6.5
1996/8/31,47.6,0.7,2.4,75.3,1.9,3,61.3,1.4,2.8,2.3,2.3,2.6,3.2,3.5,3.2,2.8,3,3,54025,9,10076,-7.9,10813,9.5,39695,5.6,29914,4.6,2546,-16.4,8.1,64.88,7.7325,0.9308425,119.1,117.4,11159,8.5,5.4,5.22,5.4,5.24,5.22,6.2,6.5,6.9
1996/9/30,47.6,0.7,2.3,75.1,1.8,2.8,61.3,1.3,2.6,2.4,2.4,2.3,3,3.2,3.5,2.8,2.9,3,53116,1.9,9906,-4.9,9333,-3.6,38220,-1.6,31604,4.1,2886,-10.4,7.4,67.53,7.7325,0.931536,121.2,118.2,11902.40039,8.5,5.6,5.3,5.22,5.27,5.31,5.4,6.4,7
1996/10/31,47.6,0.8,2.3,75.2,1.9,2.7,61.3,1.4,2.6,2.3,2.3,2.5,2.8,3.2,3.5,2.6,2.8,3.1,53420,9.5,10729,-12.6,11449,12.7,43769,12.9,28873,0.7,3044,-7.2,7,70.4,7.7315,0.9315795,121.4,123.1,12477.59961,8.5,5.7,5.24,5.3,5.4,5.22,5.6,6.2,7
1996/11/30,47.8,0.8,2.3,75.3,1.9,2.9,61.4,1.5,2.7,2.3,2.4,2.3,2.7,3,3.5,2.6,2.8,3,48303,6.6,10488,-4.3,10179,1.7,42054,12.1,23873,7.6,3051,-3.8,6.9,74.73,7.7325,0.9314925,121.8,128,13393.90039,8.5,5.9,5.31,5.24,5.22,5.24,5.7,5.4,6.5
1996/12/31,47.8,0.9,2.3,75.4,2,2.7,61.5,1.5,2.6,2.3,2.3,2.4,2.9,2.8,3.2,2.7,2.6,2.9,46612,3.2,10759,-2,9709,-3.4,44078,7.9,23124,5.4,2827,-5,7,78.87,7.7355,0.9329265,122.7,134.5,13451.5,8.5,6.6,5.29,5.31,5.3,5.27,5.9,5.6,6.4
1997/1/31,47.8,0.7,2.1,75.7,1.7,2.5,61.6,1.3,2.3,2.3,2.3,2.3,2.7,2.7,3.2,2.6,2.6,2.8,51054,6.3,9962,-12.4,10369,3.4,41830,-2.1,23471,6.4,3186,-1.9,5.9,83.68,7.751,0.9343,127.4,142.7,13321.7998,8.5,6.3,5.25,5.29,5.24,5.4,6.6,5.7,6.2
1997/2/28,47.8,0.7,1.9,75.3,1.4,2.3,61.4,1.1,2.2,2.1,2.3,2.4,2.5,2.9,3,2.3,2.7,2.8,33473,-4.9,7444,8.1,8870,17.2,28572,10.4,18090,-4.5,2207,0.7,5.6,87.29,7.7435,0.93358,127.9,154.3,13398.7002,8.5,6.3,5.19,5.25,5.31,5.22,6.3,5.9,5.4
1997/3/31,47.7,0.7,1.9,75.3,1.3,2.4,61.3,1.1,2.2,1.9,2.3,2.3,2.3,2.7,2.8,2.2,2.6,2.6,44740,19.8,10141,-2,10209,3.6,37950,-0.4,20712,29.8,2936,14,4,96.09,7.7495,0.934103,128.7,162.2,12534.2998,8.54,5.9,5.39,5.19,5.29,5.3,6.3,6.6,5.6
1997/4/30,47.8,0.7,1.9,75.1,1.4,2.5,61.3,1.2,2.3,1.9,2.1,2.3,2.4,2.5,2.7,2.2,2.3,2.6,49426,7,10590,-5.6,10941,4.3,45175,5.7,24049,6.6,3399,16,3.2,89.3,7.7455,0.933841,132,157,12903.2998,8.75,5.6,5.51,5.39,5.25,5.24,5.9,6.3,5.7
1997/5/31,47.5,0.7,1.9,75.1,1.6,2.4,61.1,1.2,2.2,1.9,1.9,2.3,2.5,2.3,2.9,2.3,2.2,2.7,50571,3.6,10935,0.9,10679,-6,43533,2.5,24231,2.6,2885,-0.8,2.8,97.55,7.7475,0.934238,133.7,172.3,14757.7998,8.75,5.8,5.5,5.51,5.19,5.31,5.6,6.3,5.9
1997/6/30,47.5,0.7,1.9,74.9,1.5,2.3,61.1,1.2,2.1,1.9,1.9,2.3,2.4,2.4,2.7,2.2,2.2,2.6,48502,6.9,9989,4.3,10242,-3.1,41702,14.5,27388,11.3,2769,14.2,2.8,103.82,7.7465,0.9344525,135.2,172,15196.7998,8.75,5.6,5.56,5.5,5.39,5.29,5.8,5.9,6.6
1997/7/31,47.1,0.6,2,74.7,1.5,2.3,60.8,1.2,2.2,1.9,1.9,2.1,2.3,2.5,2.5,2.1,2.3,2.3,57991,7.3,11696,6.3,11518,18.7,47212,9.4,30693,-1.2,3314,22.1,2.7,96.54,7.7445,0.934103,138.8,167.2,16365.7002,8.75,6.4,5.52,5.56,5.51,5.25,5.6,5.6,6.3
1997/8/31,47.3,0.6,2.2,74.7,1.5,2.3,60.8,1.1,2.2,2,1.9,1.9,2.3,2.4,2.3,2.2,2.2,2.2,56195,4,10427,3.5,10152,-6.1,41363,4.2,30754,2.8,3056,20,1.9,97.98,7.7425,0.9348495,139.2,171.1,14135.2002,8.75,6.3,5.54,5.52,5.5,5.19,6.4,5.8,6.3
1997/9/30,47.3,0.6,2.1,74.7,1.3,2.2,60.9,1,2.2,2.2,1.9,1.9,2.3,2.3,2.4,2.2,2.1,2.2,54626,2.8,10101,2,9948,6.6,40473,5.9,31540,-0.2,2916,1,1.8,99.31,7.7375,0.9340155,138.7,170.3,15049.2998,8.75,5.6,5.54,5.54,5.56,5.39,6.3,5.6,5.9
1997/10/31,48.1,0.6,2.3,75,1.3,2.3,61.4,1,2.3,2.1,2,1.9,2.2,2.3,2.5,2.2,2.2,2.3,59270,11,11791,9.9,11635,1.6,48801,11.5,33369,15.6,3481,14.4,1.5,101.8,7.732,0.9332315,139.3,172.9,10623.7998,8.94,5.7,5.5,5.54,5.52,5.51,5.6,6.4,5.6
1997/11/30,48.8,0.7,2.2,75.2,1.4,2.3,61.8,1.1,2.3,2.3,2.2,1.9,2.3,2.3,2.4,2.3,2.2,2.2,50179,3.9,10659,1.6,10073,-1,43943,4.5,26638,11.6,3367,10.4,1.1,87.11,7.7295,0.9335845,137.6,160.5,10526.90039,9.5,5.4,5.52,5.5,5.54,5.5,5.7,6.3,5.8
1997/12/31,49.2,0.8,2.2,75.3,1.6,2.3,62.1,1.3,2.3,2.2,2.1,1.9,2.3,2.2,2.3,2.3,2.2,2.1,52383,12.4,10813,0.5,10749,10.7,47188,7.1,25572,10.6,3097,9.5,0.4,85.85,7.7455,0.935939,135.3,155,10722.7998,9.5,5.2,5.5,5.52,5.54,5.56,5.4,5.6,5.6
1998/1/31,49,0.9,2,75.1,1.8,2.3,61.8,1.5,2.2,2.2,2.3,2,2.3,2.3,2.3,2.3,2.3,2.2,46965,-8,8182,-17.9,8999,-13.2,36729,-12.2,26387,12.4,2757,-13.5,0.3,69.77,7.7315,0.9355055,130.7,143.7,9252.400391,9.98,5.4,5.56,5.5,5.5,5.52,5.2,5.7,6.4
1998/2/28,48.5,1,2.3,74.9,2,2.9,61.5,1.6,2.7,2,2.2,2.2,2.3,2.3,2.3,2.2,2.3,2.2,34631,3.5,7912,6.3,8872,0,35307,23.6,16688,-7.7,2887,30.8,-0.1,74.89,7.7405,0.935024,123.9,136.6,11480.7002,10.25,4.7,5.51,5.56,5.52,5.54,5.4,5.4,6.3
1998/3/31,48,1.2,2.7,74.6,2.4,3.6,61.1,1.9,3.3,2.3,2.2,2.1,2.9,2.3,2.2,2.7,2.3,2.2,45485,1.7,9371,-7.6,8815,-13.7,38664,1.9,23322,12.6,3321,13.1,0.7,71.52,7.7485,0.935764,118.7,138.7,11518.7002,10.23,4.8,5.49,5.51,5.5,5.54,4.7,5.2,5.6
1998/4/30,47.9,1.3,3,74.5,2.7,4.2,61,2.2,3.7,2.7,2,2.3,3.6,2.3,2.3,3.3,2.2,2.3,49395,-0.1,9649,-8.9,9589,-12.4,44255,-2,24158,0.5,2968,-12.7,-0.3,68.95,7.7465,0.9354135,119.2,134.3,10383.67969,10,4.7,5.45,5.49,5.56,5.5,4.8,5.4,5.7
1998/5/31,47.8,1.3,3.2,74.4,3.4,4.4,60.9,2.5,3.9,3,2.3,2.2,4.2,2.9,2.3,3.7,2.7,2.3,48662,-3.8,9730,-11,10162,-4.8,41132,-5.5,26188,8.1,2781,-3.6,-1,59.86,7.7485,0.935851,118.7,127.6,8934.55957,10,4.5,5.49,5.45,5.51,5.52,4.7,4.7,5.4
1998/6/30,48.2,1.3,3.7,74.4,3.4,4.7,61.1,2.5,4.3,3.2,2.7,2.2,4.4,3.6,2.3,3.9,3.3,2.3,49836,2.8,8431,-15.6,9608,-6.2,41032,-1.6,28865,5.4,2647,-4.4,-1.3,55.23,7.744,0.93572,115.2,112.5,8543.099609,10,4,5.56,5.49,5.49,5.5,4.5,4.8,5.2
1998/7/31,48.3,1.3,4.2,74.6,3.5,5.2,61.2,2.6,4.8,3.7,3,2,4.7,4.2,2.3,4.3,3.7,2.2,53349,-8,8569,-26.7,8348,-27.5,40371,-14.5,28933,-5.7,2586,-21.9,-1.4,53.62,7.747,0.935895,109.9,108,7936.200195,10,3.2,5.54,5.56,5.45,5.56,4,4.7,5.4
1998/8/31,48.7,1.4,4.7,74.8,3.3,5.5,61.5,2.5,5.2,4.2,3.2,2.3,5.2,4.4,2.9,4.8,3.9,2.7,52949,-5.8,8553,-18,7618,-25,37195,-10.1,31469,2.3,2717,-11.1,-1.4,51.13,7.7425,0.9358935,106.9,104.5,7275.040039,10,2.7,5.55,5.54,5.49,5.51,3.2,4.5,4.7
1998/9/30,48.7,1.4,4.8,74.6,3.4,5.7,61.4,2.6,5.3,4.7,3.7,2.7,5.5,4.7,3.6,5.2,4.3,3.3,52127,-4.6,8213,-18.7,8941,-10.1,35603,-12,29426,-6.7,2895,-0.7,-1.5,47.86,7.745,0.935981,103.9,98.5,7883.459961,10,2.5,5.51,5.55,5.56,5.49,2.7,4,4.8
1998/10/31,48.8,1.4,4.9,74.6,3.5,6.1,61.4,2.7,5.6,4.8,4.2,3,5.7,5.2,4.2,5.3,4.8,3.7,51951,-12.3,8353,-29.2,9249,-20.5,37567,-23,31345,-6.1,2690,-22.7,-1.1,50.17,7.744,0.9359845,102.4,95.6,10154.94043,9.9,0.1,5.07,5.51,5.54,5.45,2.5,3.2,4.7
1998/11/30,48.8,1.6,4.7,74.4,3.7,6.3,61.3,2.9,5.7,4.9,4.7,3.2,6.1,5.5,4.4,5.6,5.2,3.9,46709,-6.9,8615,-19.2,7966,-20.9,37890,-13.8,25707,-3.5,2825,-16.1,-1.2,54.65,7.741,0.935368,100.5,100.3,10402.32031,9.68,-0.7,4.83,5.07,5.55,5.49,0.1,2.7,4.5
1998/12/31,49,1.6,4.8,74.5,3.8,6.6,61.5,2.9,5.9,4.7,4.8,3.7,6.3,5.7,4.7,5.7,5.3,4.3,48648,-7.1,8562,-20.8,8430,-21.6,37749,-20,22262,-12.9,2806,-9.4,-1,55.04,7.746,0.935806,101,104.6,10048.58008,9.21,-1.6,4.68,4.83,5.51,5.56,-0.7,2.5,4
1999/1/31,49.2,1.8,4.8,74.4,4,6.6,61.5,3.1,5.9,4.8,4.9,4.2,6.6,6.1,5.2,5.9,5.6,4.8,46798,-0.4,8418,2.9,7901,-12.2,36115,-1.7,23729,-10.1,2887,4.7,-1.2,56.05,7.746,0.9361595,102,103.8,9506.900391,8.83,-1.1,4.63,4.68,5.07,5.54,-1.6,0.1,3.2
1999/2/28,48.7,1.6,4.7,74.2,3.8,6.8,61.2,2.9,6,4.8,4.7,4.7,6.6,6.3,5.5,5.9,5.7,5.2,32654,-5.7,5287,-33.2,6337,-28.6,22630,-35.9,18933,13.4,1968,-31.8,-1.3,55.02,7.748,0.935809,101,102,9858.490234,8.75,-1.7,4.76,4.63,4.83,5.55,-1.1,-0.7,2.7
1999/3/31,48.8,1.7,4.6,74.1,3.8,7.3,61.2,3,6.2,4.7,4.8,4.8,6.8,6.6,5.7,6,5.9,5.3,43123,-5.2,7953,-15.1,7906,-10.3,36027,-6.8,20170,-13.5,2681,-19.3,-1.8,55.58,7.749,0.9358935,100.9,101.7,10942.2002,8.75,-2.6,4.81,4.76,4.68,5.51,-1.7,-1.6,2.5
1999/4/30,49,1.7,4.6,74.2,3.5,7.4,61.3,2.8,6.3,4.6,4.8,4.9,7.3,6.6,6.1,6.2,5.9,5.6,47606,-3.6,8666,-10.2,8618,-10.1,38441,-13.1,23759,-1.7,2739,-7.7,-2.2,57.22,7.748,0.9361565,100.6,102,13333.2002,8.59,-3.8,4.74,4.81,4.63,5.07,-2.6,-1.1,0.1
1999/5/31,49.4,1.8,4.5,74.3,3.7,7.4,61.6,2.9,6.2,4.6,4.7,4.7,7.4,6.8,6.3,6.3,6,5.7,47620,-2.1,8049,-17.3,7063,-30.5,36709,-10.8,26672,1.8,2712,-2.5,-2.2,56.43,7.753,0.93677,100.5,102.9,12147.12012,8.27,-4,4.74,4.74,4.76,4.83,-3.8,-1.7,-0.7
1999/6/30,49.4,1.7,4.6,74.2,3.6,7.1,61.6,2.8,6.1,4.5,4.6,4.8,7.4,7.3,6.6,6.2,6.2,5.9,51570,3.5,8141,-3.4,8262,-14,37303,-9.1,27108,-6.1,2439,-7.8,-2.1,56.45,7.756,0.9375,100.5,102.3,13532.13965,8.25,-4.1,4.76,4.74,4.81,4.68,-4,-2.6,-1.6
1999/7/31,49.3,1.7,4.7,74.4,3.7,7.3,61.6,2.9,6.2,4.6,4.6,4.8,7.1,7.4,6.6,6.1,6.3,5.9,56795,6.5,9156,6.8,8745,4.8,40233,-0.3,30187,4.3,2959,14.4,-1.4,55.03,7.76,0.9385,100.7,101.6,13186.86035,8.25,-5.5,4.99,4.76,4.74,4.63,-4.1,-3.8,-1.1
1999/8/31,49.2,1.9,5.1,74.2,3.6,7.3,61.4,2.9,6.4,4.7,4.5,4.7,7.3,7.4,6.8,6.2,6.2,6,57073,7.8,8610,0.7,8097,6.3,39151,5.3,32657,3.8,2577,-5.2,-1.3,53.12,7.763,0.939,100.2,100.5,13482.76953,8.27,-6.1,5.07,4.99,4.74,4.76,-5.5,-4,-1.7
1999/9/30,48.9,2.1,5.2,74,3.8,7.3,61.2,3.1,6.5,5.1,4.6,4.6,7.3,7.1,7.3,6.4,6.1,6.2,56126,7.7,8462,3,9464,5.8,38807,9,30608,4,2845,-1.7,-0.8,52.1,7.766,0.9385,99.8,97.1,12733.24023,8.5,-6,5.22,5.07,4.76,4.81,-6.1,-4.1,-2.6
1999/10/31,49.3,2.1,5.5,73.7,3.8,7.2,61.2,3.1,6.5,5.2,4.7,4.6,7.3,7.3,7.4,6.5,6.2,6.3,56616,9,9158,9.6,8705,-5.9,40738,8.4,31242,-0.3,2982,10.9,-0.6,51,7.768,0.9385,99.2,95.8,13256.9502,8.5,-4.2,5.2,5.22,4.99,4.74,-6,-5.5,-3.8
1999/11/30,49.5,2.1,5.4,73.8,3.7,7.2,61.3,3,6.5,5.5,5.1,4.5,7.2,7.3,7.4,6.5,6.4,6.2,55491,18.8,9261,7.5,8722,9.5,41889,10.6,28848,12.2,3008,6.5,-0.9,51.98,7.771,0.939,97.4,94.3,15377.19043,8.5,-4.2,5.42,5.2,5.07,4.74,-4.2,-6.1,-4
1999/12/31,49.6,2,5.2,73.6,3.4,7,61.3,2.8,6.2,5.4,5.2,4.6,7.2,7.3,7.1,6.5,6.5,6.1,56311,15.8,9428,10.1,8812,4.5,41891,11,27509,23.6,3247,15.7,-1,53.86,7.771,0.938,97.1,95.7,16962.09961,8.5,-4,5.3,5.42,5.22,4.76,-4.2,-6,-4.1
