Date,Female labour force participation rate,Female underemployment rate,Female unemployment rate,Male labour force participation rate,Male underemployment rate,Male unemployment rate,Total labour force participation rate,Total underemployment rate,Total unemployment rate,Female unemployment rate 1m lag,Female unemployment rate 3m lag,Female unemployment rate 6m lag,Male unemployment rate 1m lag,Male unemployment rate 3m lag,Male unemployment rate 6m lag,Total unemployment rate 1m lag,Total unemployment rate 3m lag,Total unemployment rate 6m lag,Imports from China,Imports from China YoY,Imports from Taiwan,Imports from Taiwan YoY,Imports from USA,Imports from USA YoY,Exports from China,Exports from China YoY,Exports from Taiwan,Exports from Taiwan YoY,Exports from USA,Exports from USA YoY,China CPI YoY,Centa-City Leading Index,HKDUSD,HKDCNY,Private demestic rental index,Private demestic price index,Hang Seng Index,HK best lending rate,Composite CPI total YoY,Federal funds effective rate,Federal funds effective rate 1m lag,Federal funds effective rate 3m lag,Federal funds effective rate 6m lag,Composite CPI total YoY 1m lag,Composite CPI total YoY 3m lag,Composite CPI total YoY 6m lag
2006/2/28,51.8,1.5,3.5,70.8,2.9,6,60.8,2.3,4.9,3.6,4.2,4.9,5.8,6.1,6.9,4.8,5.3,6,72583,31.3,12714,34.6,8874,-1.2,76509,44.3,19527,-3.4,3557,15.3,0.9,53.57,7.7585,0.96085,89.4,91.1,15918.48047,7.75,1.2,4.49,4.29,4,3.5,1.9,1.2,1.4
2006/3/31,52.2,1.4,3.6,71.1,3,6.1,61.1,2.3,5,3.5,3.9,4.7,6,5.9,6.5,4.9,5,5.7,96685,21.9,15813,28.1,10103,9.2,91717,18.1,26833,8.5,4073,-0.2,0.8,54.07,7.7595,0.96595,89.3,92.6,15805.04004,7.77,1.6,4.59,4.49,4.16,3.62,1.2,1.3,1.6
2006/4/30,52.1,1.6,3.7,70.9,2.9,6.1,61,2.3,5,3.6,3.6,4.4,6.1,5.8,6.1,5,4.8,5.4,92996,14.7,15929,27.2,9497,-10.3,90588,15.1,27236,4.1,3919,-0.1,1.2,54.13,7.7515,0.96775,91.1,93.4,16661.30078,8,1.9,4.79,4.59,4.29,3.78,1.6,1.9,1.3
2006/5/31,52.3,1.8,3.7,70.7,3.2,5.7,61,2.6,4.8,3.7,3.5,4.2,6.1,6,6.1,5,4.9,5.3,92163,6.9,16248,9.7,10104,-9,91135,1.8,29619,-3.5,3885,-15.4,1.4,53.82,7.7575,0.96755,91,94,15857.88965,8,2.1,4.94,4.79,4.49,4,1.9,1.2,1.2
2006/6/30,52.3,1.8,3.9,70.4,3.3,5.9,60.8,2.6,5,3.7,3.6,3.9,5.7,6.1,5.9,4.8,5,5,99197,11.4,15655,13.3,10292,4.6,95157,9.2,30158,0,3944,-5.4,1.5,53.4,7.7665,0.96975,90.7,92.3,16267.62012,8,2.2,4.99,4.94,4.59,4.16,2.1,1.6,1.3
2006/7/31,52.9,1.7,4.3,70.8,3.2,5.9,61.3,2.5,5.2,3.9,3.7,3.6,5.9,6.1,5.8,5,5,4.8,103125,12.1,16740,26.3,11349,9.7,100505,15.5,35661,5.9,4501,9.3,1,53.74,7.7725,0.97435,91.6,91.9,16971.33984,8,2.3,5.24,4.99,4.79,4.29,2.2,1.9,1.9
2006/8/31,53,1.6,4.4,71.3,3.1,5.9,61.6,2.4,5.2,4.3,3.7,3.5,5.9,5.7,6,5.2,4.8,4.9,109181,9.4,18143,18.6,10787,6.9,107745,15.9,34296,-2.5,4669,2.5,1.3,53.17,7.7765,0.97635,91.9,93,17392.26953,8,2.5,5.25,5.24,4.94,4.49,2.3,2.1,1.2
2006/9/30,53.2,1.6,4.2,71.2,2.9,5.5,61.7,2.3,4.9,4.4,3.9,3.6,5.9,5.9,6.1,5.2,5,5,111559,11.1,17854,15.9,9935,-2.4,103475,9.1,35375,-0.9,4890,14.8,1.5,52.22,7.7875,0.9859,93,93.3,17543.05078,8,2.1,5.25,5.25,4.99,4.59,2.5,2.2,1.6
2006/10/31,53,1.7,3.8,71.1,3.1,5.3,61.5,2.4,4.6,4.2,4.3,3.7,5.5,5.9,6.1,4.9,5.2,5,107843,12.1,17504,8,10871,5.1,105922,14.2,39306,3.9,4908,5.9,1.4,53.8,7.7765,0.98635,93.5,93.1,18324.34961,8,2,5.25,5.25,5.24,4.79,2.1,2.3,1.9
2006/11/30,53,1.7,3.4,71.1,3.1,5.2,61.5,2.5,4.4,3.8,4.4,3.7,5.3,5.9,5.7,4.6,5.2,4.8,111639,19.2,17767,8.3,11264,21.6,110272,18.6,32931,11.2,4569,4,1.9,53.04,7.7755,0.9933,94.3,93,18960.48047,7.8,2.2,5.25,5.25,5.25,4.94,2,2.5,2.1
2006/12/31,52.9,1.6,3.3,71.1,3.1,5.1,61.5,2.4,4.2,3.4,4.2,3.9,5.2,5.5,5.9,4.4,4.9,5,109866,18.4,16344,5.1,11566,18.4,103211,18.2,29774,7.8,4803,10.7,2.8,53.93,7.7745,0.99545,94.7,93.8,19964.7207,7.75,2.3,5.24,5.25,5.25,4.99,2.2,2.1,2.2
2007/1/31,53.2,1.4,3.3,70.9,3.1,4.8,61.5,2.3,4.1,3.3,3.8,4.3,5.1,5.3,5.9,4.2,4.6,5.2,98463,13.4,13799,2.1,12240,36.3,97933,22.2,29445,-3.9,4623,5.8,2.2,52.93,7.8065,1.0074,95.4,95.2,20106.41992,7.75,2,5.25,5.24,5.25,5.24,2.3,2,2.3
2007/2/28,53.1,1.4,3.3,70.6,2.9,4.7,61.3,2.2,4.1,3.3,3.4,4.4,4.8,5.2,5.9,4.1,4.4,5.2,79083,9,11904,-6.4,8793,-0.9,76258,-0.3,24682,26.4,3340,-6.1,2.7,54.03,7.8115,1.0125,95.6,96.6,19651.50977,7.75,0.8,5.26,5.25,5.25,5.25,2,2.2,2.5
2007/3/31,52.8,1.5,3.4,70.6,2.8,4.9,61.1,2.2,4.2,3.3,3.3,4.2,4.7,5.1,5.5,4.1,4.2,4.9,104934,8.5,16509,4.4,11485,13.7,107132,16.8,24380,-9.1,4481,10,3.3,55.03,7.8105,1.0123,96.9,97.9,19800.92969,7.75,2.4,5.26,5.26,5.24,5.25,0.8,2.3,2.1
2007/4/30,52.6,1.4,3.5,70.7,2.7,5,61.1,2.1,4.3,3.4,3.3,3.8,4.9,4.8,5.3,4.2,4.1,4.6,109342,17.6,16270,2.1,10958,15.4,104106,14.9,29359,7.8,4169,6.4,3,55.39,7.8215,1.0158,98.4,98.7,20318.98047,7.75,1.3,5.25,5.26,5.25,5.25,2.4,2,2
2007/5/31,52.9,1.4,3.6,70.5,2.8,5,61.2,2.2,4.3,3.5,3.3,3.4,5,4.7,5.2,4.3,4.1,4.4,106515,15.6,17596,8.3,10821,7.1,106377,16.7,28868,-2.5,4618,18.8,3.4,55.21,7.8095,1.02595,99.9,100.5,20634.4707,7.75,1.2,5.25,5.25,5.26,5.25,1.3,0.8,2.2
2007/6/30,53.2,1.4,3.6,70.3,3,4.9,61.2,2.2,4.3,3.6,3.4,3.3,5,4.9,5.1,4.3,4.2,4.2,115519,16.5,17118,9.4,11926,15.9,110458,16.1,29977,-0.6,4288,8.7,4.4,56.71,7.8125,1.0296,100.5,101.6,21772.73047,7.75,1.3,5.25,5.25,5.26,5.24,1.2,2.4,2.3
2007/7/31,53.4,1.4,3.7,70.5,3,5,61.4,2.3,4.4,3.6,3.5,3.3,4.9,5,4.8,4.3,4.3,4.1,113865,10.4,17804,6.4,11154,-1.7,113913,13.3,34744,-2.6,4714,4.7,5.6,56.98,7.8245,1.03855,102.5,102.8,23184.93945,7.75,1.5,5.26,5.25,5.25,5.25,1.3,1.3,2
2007/8/31,53.8,1.5,3.9,70.6,3,5.1,61.7,2.3,4.6,3.7,3.6,3.3,5,5,4.7,4.4,4.3,4.1,119223,9.2,19596,8,11681,8.3,120377,11.7,33362,-2.7,4440,-4.9,6.5,57.3,7.7985,1.0377,103.8,104,23984.14063,7.75,1.6,5.02,5.26,5.25,5.26,1.5,1.2,0.8
2007/9/30,53.4,1.5,3.6,70.6,2.9,4.9,61.5,2.2,4.3,3.9,3.6,3.4,5.1,4.9,4.9,4.6,4.3,4.2,118886,6.6,19097,7,11941,20.2,117297,13.4,34656,-2,4336,-11.3,6.2,58.23,7.7665,1.04055,104.7,105.3,27142.4707,7.66,1.6,4.94,5.02,5.25,5.26,1.6,1.3,2.4
2007/10/31,53,1.4,3.4,70.2,3,4.5,61.1,2.3,4,3.6,3.7,3.5,4.9,5,5,4.3,4.4,4.3,120454,11.7,19262,10,11615,6.8,122314,15.5,37114,-5.6,4570,-6.9,6.5,59.36,7.7505,1.04045,106.2,108.5,31352.58008,7.5,3.2,4.76,4.94,5.26,5.25,1.6,1.5,1.3
2007/11/30,52.8,1.2,3,70,3,4,60.9,2.2,3.5,3.4,3.9,3.6,4.5,5.1,5,4,4.6,4.3,123930,11,18505,4.2,12646,12.3,120731,9.5,31824,-3.4,4865,6.5,6.9,63.33,7.7885,1.0595,108,113.3,28643.60938,7.1,3.4,4.49,4.76,5.02,5.25,3.2,1.6,1.2
2007/12/31,53,1.2,2.9,70.3,2.8,3.6,61.1,2.1,3.3,3,3.6,3.6,4,4.9,4.9,3.5,4.3,4.3,120359,9.6,17878,9.4,13712,18.6,111909,8.4,30105,1.1,4554,-5.2,6.5,66.98,7.8015,1.07355,110,117.9,27812.65039,6.85,3.8,4.24,4.49,4.94,5.25,3.4,1.6,1.3
2008/1/31,53.3,1.2,2.6,70.2,2.8,3.5,61.2,2,3.1,2.9,3.4,3.7,3.6,4.5,5,3.3,4,4.4,116820,18.6,17364,25.8,12898,5.4,117874,20.4,29216,-0.8,4680,1.2,7.1,70.59,7.8005,1.0912,112.6,123.2,23455.74023,6.56,3.2,3.94,4.24,4.76,5.26,3.8,3.2,1.5
2008/2/29,53.1,1.1,2.5,70,2.6,3.6,61,1.9,3.1,2.6,3,3.9,3.5,4,5.1,3.1,3.5,4.6,83393,5.4,12400,4.2,10060,14.4,86925,14,21598,-12.5,3504,4.9,8.7,73.28,7.7815,1.1018,115.3,125.5,24331.66992,5.75,6.3,2.98,3.94,4.49,5.02,3.2,3.4,1.6
2008/3/31,53.1,1.2,2.7,69.7,2.6,3.8,60.9,1.9,3.2,2.5,2.9,3.6,3.6,3.6,4.9,3.1,3.3,4.3,110980,5.8,16602,0.6,12070,5.1,107766,0.6,26941,10.5,4676,4.4,8.3,72.89,7.7855,1.11655,118.3,126.4,22849.19922,5.56,4.2,2.61,2.98,4.24,4.94,6.3,3.8,1.6
2008/4/30,53.1,1.1,2.8,69.7,2.4,3.8,60.9,1.8,3.3,2.7,2.6,3.4,3.8,3.5,4.5,3.2,3.1,4,118117,8,17745,9.1,12798,16.8,122233,17.4,28820,-1.8,4858,16.5,8.5,71.46,7.7945,1.12155,118.1,124.7,25755.34961,5.25,5.4,2.28,2.61,3.94,4.76,4.2,3.2,3.2
2008/5/31,53.1,1.1,2.9,69.6,2.5,3.7,60.8,1.8,3.3,2.8,2.5,3,3.8,3.6,4,3.3,3.1,3.5,118283,11,17740,0.8,14237,31.6,119859,12.7,28205,-2.3,4533,-1.8,7.7,72.67,7.8025,1.1296,120.9,126.4,24533.11914,5.25,5.7,1.98,2.28,2.98,4.49,5.4,6.3,3.4
2008/6/30,53,1,2.8,69.5,2.6,3.8,60.7,1.9,3.3,2.9,2.7,2.9,3.7,3.8,3.6,3.3,3.2,3.3,112424,-2.7,15674,-8.4,12883,8,103632,-6.2,29945,-0.1,4608,7.5,7.1,73.38,7.8005,1.1424,121.5,126.6,22102.00977,5.25,6.1,2,1.98,2.61,4.24,5.7,4.2,3.8
2008/7/31,53.1,1,3,69.6,2.7,3.8,60.8,1.9,3.4,2.8,2.8,2.6,3.8,3.8,3.5,3.3,3.3,3.1,134256,17.9,17972,0.9,12743,14.2,128776,13,34394,-1,4924,4.4,6.3,71.55,7.8035,1.14775,121.7,124.9,22731.09961,5.25,6.3,2.01,2,2.28,3.94,6.1,5.4,3.2
2008/8/31,53.3,1,3,69.8,2.7,4,61,1.9,3.5,3,2.9,2.5,3.8,3.7,3.6,3.4,3.3,3.1,125584,5.3,17339,-11.5,14137,21,120348,0,31824,-4.6,4681,5.4,4.9,69.94,7.8035,1.1427,121.1,122.9,21261.89063,5.25,4.6,2,2.01,1.98,2.98,6.3,5.7,6.3
2008/9/30,53.2,1,3.1,69.8,2.5,4.1,60.9,1.8,3.7,3,2.8,2.7,4,3.8,3.8,3.5,3.3,3.2,127949,7.6,15896,-16.8,13423,12.4,115885,-1.2,37238,7.5,4511,4,4.6,67.52,7.7655,1.13495,118.8,121.9,18016.21094,5.25,3,1.81,2,2,2.61,4.6,6.1,4.2
2008/10/31,52.9,0.9,3.1,69.7,2.4,4,60.8,1.7,3.6,3.1,3,2.8,4.1,3.8,3.8,3.7,3.4,3.3,139774,16,19168,-0.5,13025,12.1,139407,14,36043,-2.9,5133,12.3,4,63.45,7.7515,1.1321,114.9,114.3,13968.66992,5.25,1.8,0.97,1.81,2.01,2.28,3,6.3,5.4
2008/11/30,52.8,1,3.2,69.5,2.5,4.3,60.6,1.8,3.7,3.1,3,2.9,4,4,3.7,3.6,3.5,3.3,115622,-6.7,13466,-27.2,11748,-7.1,109922,-9,30005,-5.7,4765,-2,2.4,56.92,7.7495,1.12755,106.8,104.9,13888.24023,5.08,3.1,0.39,0.97,2,1.98,1.8,4.6,5.7
2008/12/31,53.2,1,3.2,69.5,2.6,4.4,60.8,1.9,3.9,3.2,3.1,2.8,4.3,4.1,3.8,3.7,3.7,3.3,108703,-9.7,10944,-38.8,10888,-20.6,98333,-12.1,25640,-14.8,4142,-9,1.2,56.78,7.7505,1.12815,98.2,104.8,14387.48047,5,2.1,0.16,0.39,1.81,2,3.1,3,6.1
2009/1/31,53.2,1.3,3.4,69.7,2.8,5.1,60.9,2.1,4.3,3.2,3.1,3,4.4,4,3.8,3.9,3.6,3.4,90457,-22.6,9286,-46.5,10840,-16,77215,-34.5,27171,-7,2966,-36.6,1,58.38,7.7515,1.127,95.4,107.1,13278.20996,5,3.1,0.15,0.16,0.97,2.01,2.1,1.8,6.3
2009/2/28,53.5,1.3,3.6,69.6,2.7,5.7,61,2,4.7,3.4,3.2,3,5.1,4.3,4,4.3,3.7,3.5,73430,-11.9,9935,-19.9,8756,-13,74705,-14.1,13679,-36.7,2758,-21.3,-1.6,58.62,7.7535,1.1265,94.2,107.8,12811.57031,5,0.8,0.22,0.15,0.39,2,3.1,3.1,4.6
2009/3/31,53.7,1.4,4.1,69.5,2.8,6,61.1,2.1,5.1,3.6,3.2,3.1,5.7,4.4,4.1,4.7,3.9,3.7,88162,-20.6,12384,-25.4,11971,-0.8,87116,-19.2,20668,-23.3,3752,-19.8,-1.2,60.2,7.7505,1.1262,93.2,109.2,13576.01953,5,1.2,0.18,0.22,0.16,1.81,0.8,2.1,3
2009/4/30,53.6,1.3,4.3,69.4,2.8,6.3,61,2.1,5.4,4.1,3.4,3.1,6,5.1,4,5.1,4.3,3.6,98834,-16.3,14298,-19.4,12167,-4.9,106990,-12.5,21689,-24.7,4139,-14.8,-1.5,62.83,7.7505,1.1359,93.9,113.4,15520.99023,5,0.6,0.15,0.18,0.15,0.97,1.2,3.1,1.8
2009/5/31,53.7,1.3,4.5,69.7,3.2,6.2,61.2,2.3,5.4,4.3,3.6,3.2,6.3,5.7,4.3,5.4,4.7,3.7,98988,-16.3,14306,-19.4,11930,-16.2,106940,-10.8,23779,-15.7,4601,1.5,-1.4,65.49,7.7505,1.1393,95.7,116.7,18171,5,0,0.18,0.15,0.22,0.39,0.6,0.8,3.1
2009/6/30,53.5,1.3,4.5,69.7,3.2,6.4,61,2.3,5.5,4.5,4.1,3.2,6.2,6,4.4,5.4,5.1,3.9,105856,-5.8,14962,-4.5,12062,-6.4,113273,9.3,22844,-23.7,4455,-3.3,-1.7,68.42,7.7505,1.1368,98.6,121.1,18378.73047,5,-0.9,0.21,0.18,0.18,0.16,0,1.2,2.1
2009/7/31,53.7,1.4,4.8,69.8,3.2,6.6,61.1,2.4,5.8,4.5,4.3,3.4,6.4,6.3,5.1,5.5,5.4,4.3,109888,-18.2,14715,-18.1,11861,-6.9,109106,-15.3,24287,-29.4,4882,-0.8,-1.8,68.71,7.7505,1.136,99.4,124.1,20573.33008,5,-1.5,0.16,0.21,0.15,0.15,-0.9,0.6,3.1
2009/8/31,53.5,1.5,5,69.7,3.1,6.7,61,2.4,5.9,4.8,4.5,3.6,6.6,6.2,5.7,5.8,5.4,4.7,110445,-12.1,15695,-9.5,11688,-17.3,107031,-11.1,27172,-14.6,4758,1.6,-1.2,70.72,7.7515,1.136,102.2,127.4,19724.18945,5,-1.6,0.16,0.16,0.18,0.22,-1.5,0,0.8
2009/9/30,53.2,1.5,4.9,69.7,3.2,6.4,60.9,2.4,5.7,5,4.5,4.1,6.7,6.4,6,5.9,5.5,5.1,121046,-5.4,17969,13,11930,-11.1,119844,3.4,26874,-27.8,4884,8.3,-0.8,72.92,7.7505,1.1373,105.4,129.9,20955.25,5,0.5,0.15,0.16,0.21,0.18,-1.6,-0.9,1.2
2009/10/31,52.8,1.4,4.3,69.2,3.3,5.9,60.4,2.4,5.2,4.9,4.8,4.3,6.4,6.6,6.3,5.7,5.8,5.4,116027,-17,18034,-5.9,13341,2.4,126944,-8.9,27616,-23.4,5458,6.3,-0.5,73.39,7.7485,1.13805,106.7,131.7,21752.86914,5,2.2,0.12,0.15,0.16,0.15,0.5,-1.5,0.6
2009/11/30,52.7,1.4,4,69,3.4,5.7,60.3,2.4,4.9,4.3,5,4.5,5.9,6.7,6.2,5.2,5.9,5.4,118402,2.4,17387,29.1,12490,6.3,119718,8.9,26413,-12,5638,18.3,0.6,72.61,7.7505,1.1378,109.6,132.3,21821.5,5,0.5,0.12,0.12,0.16,0.18,2.2,-1.6,0
2009/12/31,52.6,1.4,3.9,68.5,3.1,5.4,60,2.3,4.7,4,4.9,4.5,5.7,6.4,6.4,4.9,5.7,5.5,118698,9.2,16852,54,13401,23.1,114847,16.8,23405,-8.7,6449,55.7,1.9,73.23,7.7555,1.1385,110.1,134.7,21872.5,5,1.3,0.12,0.12,0.15,0.21,0.5,0.5,-0.9
2010/1/31,52.5,1.4,3.8,68.8,2.9,5.2,60,2.2,4.6,3.9,4.3,4.8,5.4,5.9,6.6,4.7,5.2,5.8,112174,24,18303,97.1,14438,33.2,114734,48.6,22865,-15.8,5933,100.1,1.5,76.05,7.7615,1.1413,110.6,138.3,20121.99023,5,1,0.11,0.12,0.12,0.16,1.3,2.2,-1.5
2010/2/28,52.2,1.4,3.6,68.5,2.7,5.1,59.8,2.1,4.4,3.8,4,5,5.2,5.7,6.7,4.6,4.9,5.9,86880,18.3,13544,36.3,10662,21.8,92009,23.2,19679,43.9,4830,75.1,2.7,77.96,7.7605,1.13895,111.5,140.7,20608.69922,5,2.8,0.13,0.11,0.12,0.16,1,0.5,-1.6
2010/3/31,52.1,1.4,3.4,68.5,2.8,5.4,59.7,2.2,4.4,3.6,3.9,4.9,5.1,5.4,6.4,4.4,4.7,5.7,117797,33.6,19349,56.2,14288,19.4,128429,47.4,21608,4.5,5506,46.8,2.4,78.69,7.7645,1.14,113.9,143.4,21239.34961,5,2,0.16,0.13,0.12,0.15,2.8,1.3,0.5
2010/4/30,52.2,1.4,3.3,68.1,2.7,5.6,59.6,2.1,4.6,3.4,3.8,4.3,5.4,5.2,5.9,4.4,4.6,5.2,122703,24.2,20572,43.9,14751,21.2,134644,25.8,23547,8.6,6160,48.8,2.8,78.77,7.7645,1.1398,115.9,146.6,21108.58984,5,2.4,0.2,0.16,0.11,0.12,2,1,2.2
2010/5/31,52.1,1.4,3.7,68.1,2.6,5.8,59.5,2,4.8,3.3,3.6,4,5.6,5.1,5.7,4.6,4.4,4.9,125803,27.1,20303,41.9,14399,20.7,134361,25.6,29475,24,5358,16.4,3.1,79.16,7.7925,1.1425,118.2,145.8,19765.18945,5,2.5,0.2,0.2,0.13,0.12,2.4,2.8,0.5
2010/6/30,52.1,1.4,3.9,68.3,2.5,5.5,59.6,2,4.8,3.7,3.4,3.9,5.8,5.4,5.4,4.8,4.4,4.7,135679,28.2,19897,33,16096,33.4,142961,26.2,29570,29.4,5582,25.3,2.9,80.12,7.7855,1.148,119.3,146.9,20128.99023,5,2.8,0.18,0.2,0.16,0.12,2.5,2,1.3
2010/7/31,52,1.4,3.9,68.4,2.5,5.2,59.6,2,4.6,3.9,3.3,3.8,5.5,5.6,5.2,4.8,4.6,4.6,132944,21,19232,30.7,15432,30.1,138055,26.5,30120,24,5241,7.4,3.3,81.88,7.7645,1.1478,120,151.3,21029.81055,5,1.3,0.18,0.18,0.2,0.11,2.8,2.4,1
2010/8/31,51.9,1.3,3.9,68.7,2.5,5.1,59.7,1.9,4.6,3.9,3.7,3.6,5.2,5.8,5.1,4.6,4.8,4.4,142469,29,19656,25.2,15798,35.2,154822,44.7,33984,25.1,6044,27,3.5,83.61,7.7805,1.145,121.9,154.9,20536.49023,5,3,0.19,0.18,0.2,0.13,1.3,2.5,2.8
2010/9/30,51.8,1.3,3.7,68.7,2.5,5,59.6,1.9,4.4,3.9,3.9,3.4,5.1,5.5,5.4,4.6,4.8,4.4,144568,19.4,19262,7.2,15549,30.3,147504,23.1,32514,21,5879,20.4,3.6,85.34,7.7615,1.16235,123.7,156.1,22358.16992,5,2.6,0.19,0.19,0.18,0.16,3,2.8,2
2010/10/31,51.8,1.3,3.5,68.6,2.5,4.7,59.5,1.9,4.2,3.7,3.9,3.3,5,5.2,5.6,4.4,4.6,4.6,133877,15.4,18427,2.2,16396,22.9,142936,12.6,32331,17.1,5675,4,4.4,86.87,7.7495,1.16445,126,160.2,23096.32031,5,2.5,0.19,0.19,0.18,0.2,2.6,1.3,2.4
2010/11/30,51.8,1.3,3.3,68.4,2.5,4.4,59.5,1.9,3.9,3.5,3.9,3.7,4.7,5.1,5.8,4.2,4.6,4.8,139847,18.1,18131,4.3,15211,21.8,141953,18.6,30350,14.9,5647,0.2,5.1,88.58,7.7665,1.16695,127.5,163.7,23007.99023,5,2.8,0.19,0.19,0.19,0.2,2.5,3,2.5
2010/12/31,52,1.2,3,68.5,2.4,4.3,59.6,1.8,3.7,3.3,3.7,3.9,4.4,5,5.5,3.9,4.4,4.8,136488,15,18268,8.4,16368,22.1,126238,9.9,26231,12.1,6819,5.7,4.6,88.4,7.7745,1.1816,127.4,163,23035.44922,5,2.9,0.18,0.19,0.19,0.18,2.8,2.6,2.8
2011/1/31,52.3,1.2,2.8,68.4,2.4,4.2,59.8,1.8,3.5,3,3.5,3.9,4.3,4.7,5.2,3.7,4.2,4.6,141190,25.9,19957,9,15554,7.7,148391,29.3,29144,27.5,6690,12.8,4.9,90.83,7.7955,1.1855,126.4,169.5,23447.33984,5,3.4,0.17,0.18,0.19,0.18,2.9,2.5,1.3
2011/2/28,52.4,1.1,2.5,68,2.2,4.1,59.6,1.7,3.4,2.8,3.3,3.9,4.2,4.4,5.1,3.5,3.9,4.6,101076,16.3,16974,25.3,14473,35.7,126700,37.7,18805,-4.4,5143,6.5,4.9,94.81,7.791,1.18685,127.6,176.4,23338.01953,5,3.6,0.16,0.17,0.19,0.19,3.4,2.8,3
2011/3/31,52.5,1.1,2.6,67.9,2.4,4.1,59.6,1.8,3.4,2.5,3,3.7,4.1,4.3,5,3.4,3.7,4.4,142206,20.7,21225,9.7,17008,19,152712,18.9,24813,14.8,7983,45,5.4,97.41,7.784,1.191,129.9,179.5,23527.51953,5,4.4,0.14,0.16,0.18,0.19,3.6,2.9,2.6
2011/4/30,52.6,1.1,2.9,68.1,2.5,4.3,59.8,1.9,3.6,2.6,2.8,3.5,4.1,4.2,4.7,3.4,3.5,4.2,130113,6,19842,-3.5,16477,11.7,131933,-2,23564,0.1,8244,33.8,5.3,97.6,7.765,1.2019,131.5,183.3,23720.81055,5,4.6,0.1,0.14,0.17,0.19,4.4,3.4,2.5
2011/5/31,52.8,1.2,3,68.5,2.5,4.3,60.1,1.9,3.7,2.9,2.5,3.3,4.3,4.1,4.4,3.6,3.4,3.9,138781,10.3,20012,-1.4,19070,32.4,146168,8.8,28756,-2.4,7533,40.6,5.5,99.43,7.778,1.202,133.3,185.9,23684.13086,5,5.2,0.09,0.1,0.16,0.19,4.6,3.6,2.8
2011/6/30,53,1.2,3,68.5,2.2,4.4,60.1,1.8,3.7,3,2.6,3,4.3,4.1,4.3,3.7,3.4,3.7,154849,14.1,19433,-2.3,18426,14.5,151522,6,28036,-5.2,7130,27.7,6.4,99.23,7.7815,1.2053,136.6,188.1,22398.09961,5,5.6,0.09,0.09,0.14,0.18,5.2,4.4,2.9
2011/7/31,53.1,1.2,3,68.7,2.2,4.3,60.3,1.7,3.7,3,2.9,2.8,4.4,4.3,4.2,3.7,3.6,3.5,146240,10,19656,2.2,16763,8.6,144691,4.8,28994,-3.7,6469,23.4,6.5,99.11,7.7925,1.21335,137.3,185.5,22440.25,5,7.9,0.07,0.09,0.1,0.17,5.6,4.6,3.4
2011/8/31,53.1,1.2,2.9,68.7,2.4,4,60.3,1.8,3.5,3,3,2.5,4.3,4.3,4.1,3.7,3.7,3.4,158555,11.3,22261,13.3,19562,23.8,160049,3.4,32675,-3.9,8522,41,6.2,99.41,7.7955,1.22405,137.5,184.5,20534.84961,5,5.7,0.1,0.07,0.09,0.16,7.9,5.2,3.6
2011/9/30,53.2,1.1,3,68.6,2.4,3.8,60.3,1.8,3.4,2.9,3,2.6,4,4.4,4.1,3.5,3.7,3.4,145761,0.8,18734,-2.7,15910,2.3,136704,-7.3,29609,-8.9,7350,25,6.1,99.21,7.7915,1.22275,137.3,185.6,17592.41016,5,5.8,0.08,0.1,0.09,0.14,5.7,5.6,4.4
2011/10/31,53.1,1,2.8,68.4,2.1,3.8,60.1,1.6,3.4,3,3,2.9,3.8,4.3,4.3,3.4,3.7,3.6,145179,8.4,21688,17.7,18002,9.8,159966,11.9,32973,2,6716,18.3,5.5,97.94,7.7675,1.2237,137.6,183.2,19864.86914,5,5.8,0.07,0.08,0.07,0.1,5.8,7.9,4.6
2011/11/30,53.2,0.9,2.7,68.3,2,3.7,60.1,1.5,3.2,2.8,2.9,3,3.8,4,4.3,3.4,3.5,3.7,144454,3.3,20936,15.5,21592,41.9,145570,2.5,28080,-7.5,7706,36.5,4.2,97.24,7.7875,1.2218,136.9,182,17989.34961,5,5.7,0.08,0.07,0.1,0.09,5.8,5.7,5.2
2011/12/31,53.3,0.8,2.5,68.2,2,3.7,60.2,1.4,3.1,2.7,3,3,3.7,3.8,4.4,3.2,3.4,3.7,149214,9.3,20308,11.2,18853,15.2,143645,13.8,26049,-0.7,6886,1,4.1,96.68,7.7655,1.2325,135.8,181.1,18434.39063,5,5.7,0.07,0.08,0.08,0.09,5.7,5.8,5.6
2012/1/31,53.2,0.9,2.4,68.4,2,3.6,60.2,1.5,3,2.5,2.8,3,3.7,3.8,4.3,3.1,3.4,3.7,126254,-10.6,15195,-23.9,13521,-13.1,129644,-12.6,27978,-4,4862,-27.3,4.5,94.47,7.7555,1.229,133.2,179.8,20390.49023,5,6.1,0.08,0.07,0.07,0.07,5.7,5.8,7.9
2012/2/29,53.4,0.9,2.5,68.6,2,3.8,60.4,1.5,3.2,2.4,2.7,2.9,3.6,3.7,4,3,3.2,3.5,129481,28.1,17851,5.2,19651,35.8,148612,17.3,20361,8.3,6298,22.5,3.2,95.15,7.7545,1.23255,133.4,183.8,21680.08008,5,4.7,0.1,0.08,0.08,0.1,6.1,5.7,5.7
